id;Удой, кг;ЭКЕ (Энергетическая кормовая единица);Сырой протеин, г;СПО (Сахаро-протеиновое соотношение);Порода;Тип пастбища;порода папы_быка;Жирность,%;Белок,%;Вкус молока;Возраст
463;6345;16,1;1958;0,93;РефлешнСоверинг;Холмистое;Соверин;3,71;3,073;не вкусно;более_2_лет
464;6420;16,2;2002;0,95;РефлешнСоверинг;Холмистое;Соверин;3,72;3,081;вкусно;более_2_лет
465;6788;15,7;1893;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,7;3,071;не вкусно;более_2_лет
466;6977;16,3;2146;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,074;не вкусно;более_2_лет
467;5722;15;1716;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,61;3,076;вкусно;более_2_лет
468;5692;14,1;1809;0,89;РефлешнСоверинг;Холмистое;Соверин;3,61;3,076;вкусно;более_2_лет
469;6469;15,9;1834;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,62;3,076;вкусно;более_2_лет
470;5654;14,2;1803;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,49;3,081;вкусно;более_2_лет
471;5638;13,1;2018;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,077;вкусно;более_2_лет
472;5883;14,9;2159;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,085;вкусно;более_2_лет
473;6547;13,7;2341;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,079;вкусно;более_2_лет
474;6197;14,7;1795;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,62;3,075;не вкусно;более_2_лет
475;6605;15,7;2020;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,073;не вкусно;более_2_лет
476;5708;13,2;1921;0,85;РефлешнСоверинг;Равнинное;Айдиал;3,62;3,079;не вкусно;более_2_лет
477;5288;13,7;1753;0,85;РефлешнСоверинг;Холмистое;Соверин;3,28;3,074;не вкусно;менее_2_лет
478;6282;15,3;1995;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,62;3,077;вкусно;более_2_лет
479;5882;12,8;1746;0,85;Вис Бик Айдиал;Равнинное;Соверин;3,41;3,077;не вкусно;более_2_лет
480;5535;11,8;1683;0,84;Вис Бик Айдиал;Равнинное;Соверин;3,22;3,077;не вкусно;менее_2_лет
481;6720;14,8;1846;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,079;вкусно;более_2_лет
482;6742;14,7;1860;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,7;3,072;не вкусно;более_2_лет
483;5961;14,2;1971;0,89;РефлешнСоверинг;Равнинное;Соверин;3,62;3,072;не вкусно;более_2_лет
484;6583;15,3;2205;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,071;не вкусно;более_2_лет
485;6132;15,2;1849;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,075;вкусно;более_2_лет
486;5986;13,8;1890;0,85;Вис Бик Айдиал;Холмистое;Айдиал;3,62;3,08;не вкусно;более_2_лет
487;5667;15,3;1666;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,62;3,076;вкусно;более_2_лет
488;6005;13,5;1842;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,62;3,073;не вкусно;более_2_лет
489;6702;15,9;2046;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,71;3,072;не вкусно;более_2_лет
490;6372;15,1;2163;0,94;РефлешнСоверинг;Холмистое;Соверин;3,73;3,076;вкусно;более_2_лет
491;5842;13,2;1836;0,85;РефлешнСоверинг;Холмистое;Айдиал;3,28;3,076;вкусно;более_2_лет
492;5863;13,9;1994;0,89;РефлешнСоверинг;Равнинное;Соверин;3,62;3,076;не вкусно;более_2_лет
493;5848;13,1;1791;0,88;РефлешнСоверинг;Равнинное;Айдиал;3,62;3,072;вкусно;более_2_лет
494;5477;13,3;1854;0,85;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,074;не вкусно;менее_2_лет
495;5315;12,7;1706;0,85;Вис Бик Айдиал;Холмистое;Соверин;3,35;3,075;не вкусно;менее_2_лет
496;5411;13,2;1985;0,85;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,078;не вкусно;менее_2_лет
497;5802;14,3;1779;0,88;РефлешнСоверинг;Равнинное;Соверин;3,62;3,074;вкусно;более_2_лет
498;6584;16,4;2346;0,95;РефлешнСоверинг;Равнинное;Соверин;3,73;3,078;не вкусно;более_2_лет
499;5988;13,3;1784;0,85;РефлешнСоверинг;Холмистое;Айдиал;3,62;3,075;не вкусно;более_2_лет
500;6601;15,4;1963;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,71;3,076;вкусно;более_2_лет
501;5746;15,4;1740;0,89;РефлешнСоверинг;Холмистое;Соверин;3,62;3,074;вкусно;более_2_лет
502;5374;12,6;1784;0,85;РефлешнСоверинг;Холмистое;Соверин;3,21;3,077;не вкусно;менее_2_лет
503;5416;13,1;1792;0,85;Вис Бик Айдиал;Холмистое;Соверин;3,63;3,072;вкусно;менее_2_лет
504;7113;16,7;1921;0,95;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,077;вкусно;более_2_лет
505;5995;13,8;1678;0,85;Вис Бик Айдиал;Холмистое;Айдиал;3,63;3,077;не вкусно;более_2_лет
506;6460;15,3;1680;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,075;вкусно;более_2_лет
507;6129;15,3;1931;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,63;3,073;вкусно;более_2_лет
508;6582;14,6;1975;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,071;вкусно;более_2_лет
509;6498;16,5;2123;0,94;РефлешнСоверинг;Холмистое;Соверин;3,7;3,074;вкусно;более_2_лет
510;6232;16,1;2301;0,95;Вис Бик Айдиал;Равнинное;Соверин;3,74;3,079;вкусно;более_2_лет
511;5671;15;1844;0,89;РефлешнСоверинг;Холмистое;Соверин;3,63;3,076;вкусно;более_2_лет
512;5632;13,2;1995;0,85;Вис Бик Айдиал;Холмистое;Соверин;3,42;3,075;вкусно;менее_2_лет
513;6122;13,4;1843;0,93;Вис Бик Айдиал;Равнинное;Соверин;3,32;3,076;не вкусно;менее_2_лет
514;6262;14;1708;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,63;3,072;не вкусно;более_2_лет
515;6415;15,3;1865;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,076;не вкусно;более_2_лет
516;6542;15,9;2231;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,073;вкусно;более_2_лет
517;5650;11,9;2200;0,85;Вис Бик Айдиал;Холмистое;Айдиал;3,23;3,079;вкусно;более_2_лет
518;5819;13,7;1968;0,84;Вис Бик Айдиал;Холмистое;Айдиал;3,15;3,085;вкусно;более_2_лет
519;6361;15,2;2206;0,94;РефлешнСоверинг;Равнинное;Соверин;3,72;3,078;не вкусно;более_2_лет
520;5967;13,6;1873;0,84;Вис Бик Айдиал;Холмистое;Айдиал;3,63;3,073;не вкусно;более_2_лет
521;5703;15,3;2198;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,63;3,077;вкусно;более_2_лет
522;5266;12,9;1697;0,84;РефлешнСоверинг;Холмистое;Соверин;3,72;3,077;не вкусно;менее_2_лет
523;5347;14,1;1698;0,84;РефлешнСоверинг;Холмистое;Соверин;3,37;3,071;не вкусно;менее_2_лет
524;5984;15,1;1912;0,89;РефлешнСоверинг;Равнинное;Соверин;3,72;3,076;вкусно;более_2_лет
525;6975;15,5;1984;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,075;не вкусно;более_2_лет
526;5897;13,7;1689;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,074;не вкусно;более_2_лет
527;5734;15,3;1780;0,88;РефлешнСоверинг;Равнинное;Соверин;3,63;3,072;вкусно;более_2_лет
528;6890;15,9;2164;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,072;вкусно;более_2_лет
529;5594;13,5;1811;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,63;3,079;не вкусно;менее_2_лет
530;6642;15,7;1984;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,072;вкусно;более_2_лет
531;6618;16,5;2218;0,95;Вис Бик Айдиал;Равнинное;Айдиал;3,74;3,079;вкусно;более_2_лет
532;5836;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,077;не вкусно;более_2_лет
533;5772;15,4;1713;0,89;РефлешнСоверинг;Холмистое;Соверин;3,63;3,076;вкусно;более_2_лет
534;5863;15,4;1660;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,07;не вкусно;более_2_лет
535;6660;14,8;1764;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,079;не вкусно;более_2_лет
536;6756;16,2;1911;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,71;3,078;вкусно;более_2_лет
537;5446;14,1;1994;0,84;РефлешнСоверинг;Холмистое;Соверин;3,63;3,075;вкусно;менее_2_лет
538;5768;15,3;1974;0,89;РефлешнСоверинг;Равнинное;Соверин;3,63;3,075;вкусно;более_2_лет
539;5597;12,8;1903;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,63;3,078;не вкусно;менее_2_лет
540;6280;15,8;2025;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,078;вкусно;более_2_лет
541;5823;14,4;1858;0,89;РефлешнСоверинг;Равнинное;Соверин;3,63;3,075;вкусно;более_2_лет
542;5671;12,1;1835;0,84;РефлешнСоверинг;Холмистое;Айдиал;3,33;3,075;не вкусно;более_2_лет
543;6670;14,5;1769;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,076;не вкусно;более_2_лет
544;6643;15,1;1910;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,076;вкусно;более_2_лет
545;5380;12,4;1875;0,84;РефлешнСоверинг;Равнинное;Соверин;3,63;3,073;не вкусно;менее_2_лет
546;6536;14,6;1700;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,71;3,076;не вкусно;более_2_лет
547;6452;15,5;2330;0,95;Вис Бик Айдиал;Равнинное;Соверин;3,73;3,078;не вкусно;более_2_лет
548;6368;16,3;2117;0,93;Вис Бик Айдиал;Равнинное;Соверин;3,71;3,075;не вкусно;более_2_лет
549;6688;14,8;1727;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,074;не вкусно;более_2_лет
550;6844;16,3;2339;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,08;вкусно;более_2_лет
551;6406;14,7;1979;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,71;3,075;не вкусно;более_2_лет
552;5392;13,9;1800;0,86;РефлешнСоверинг;Холмистое;Соверин;3,63;3,076;вкусно;менее_2_лет
553;6508;14,8;2064;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,63;3,07;не вкусно;более_2_лет
554;5467;12,2;1662;0,86;РефлешнСоверинг;Равнинное;Соверин;3,63;3,071;не вкусно;менее_2_лет
555;5686;14,7;1712;0,86;РефлешнСоверинг;Холмистое;Айдиал;3,01;3,074;вкусно;более_2_лет
556;6427;16,6;2125;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,076;вкусно;более_2_лет
557;6207;14,7;1700;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,63;3,076;не вкусно;более_2_лет
558;6214;13,9;1959;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,63;3,078;не вкусно;более_2_лет
559;5346;12,4;1837;0,86;РефлешнСоверинг;Холмистое;Соверин;3,01;3,078;не вкусно;менее_2_лет
560;5764;13,8;2051;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,074;не вкусно;более_2_лет
561;6517;13,4;2199;0,94;РефлешнСоверинг;Равнинное;Соверин;3,73;3,075;не вкусно;более_2_лет
562;5300;13;1785;0,86;Вис Бик Айдиал;Равнинное;Соверин;2,99;3,077;не вкусно;менее_2_лет
563;5973;15,4;1707;0,89;РефлешнСоверинг;Равнинное;Соверин;3,63;3,074;вкусно;более_2_лет
564;7055;16,3;2177;0,95;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,078;вкусно;более_2_лет
565;5542;11,9;1662;0,84;Вис Бик Айдиал;Равнинное;Соверин;3,28;3,074;не вкусно;менее_2_лет
566;6799;16,1;1973;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,71;3,076;не вкусно;более_2_лет
567;6468;15,8;1746;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,077;вкусно;более_2_лет
568;6716;15,5;2142;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,077;не вкусно;более_2_лет
569;5989;13,2;1721;0,86;Вис Бик Айдиал;Холмистое;Соверин;2,99;3,076;вкусно;менее_2_лет
570;6819;16,5;2149;0,95;РефлешнСоверинг;Равнинное;Айдиал;3,73;3,076;вкусно;более_2_лет
571;6564;15,6;1936;0,94;РефлешнСоверинг;Равнинное;Соверин;3,73;3,073;не вкусно;более_2_лет
572;6271;15,6;2152;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,078;вкусно;более_2_лет
573;6410;16,2;1762;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,075;вкусно;более_2_лет
574;6246;13,3;1754;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,64;3,077;не вкусно;более_2_лет
575;6156;14,6;1955;0,94;РефлешнСоверинг;Холмистое;Соверин;3,73;3,077;вкусно;более_2_лет
576;6013;13,4;1900;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,078;не вкусно;более_2_лет
577;5376;11,7;1825;0,86;РефлешнСоверинг;Равнинное;Соверин;2,99;3,076;не вкусно;менее_2_лет
578;6248;15,3;1946;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,077;вкусно;более_2_лет
579;5235;12,2;1724;0,86;РефлешнСоверинг;Холмистое;Соверин;3,28;3,078;не вкусно;менее_2_лет
580;5469;11,9;1876;0,86;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,076;вкусно;менее_2_лет
581;6097;15,5;2028;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,71;3,075;вкусно;более_2_лет
582;5573;10,9;1955;0,84;Вис Бик Айдиал;Холмистое;Соверин;3,39;3,079;вкусно;менее_2_лет
583;5980;13,9;1776;0,88;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,076;вкусно;более_2_лет
584;5466;14,8;1673;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,28;3,078;вкусно;менее_2_лет
585;6530;16,7;2070;0,95;РефлешнСоверинг;Холмистое;Соверин;3,72;3,071;вкусно;более_2_лет
586;5751;13,5;1684;0,88;РефлешнСоверинг;Равнинное;Соверин;3,64;3,071;не вкусно;более_2_лет
587;5492;12,7;1669;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,38;3,079;не вкусно;менее_2_лет
588;5610;14,7;1671;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,18;3,079;не вкусно;более_2_лет
589;6334;16;1848;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,078;не вкусно;более_2_лет
590;5213;12,1;2016;0,88;РефлешнСоверинг;Равнинные;Соверин;3,19;3,076;не вкусно;менее_2_лет
591;6081;15;1868;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,08;вкусно;более_2_лет
592;5520;11,9;1785;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,12;3,073;не вкусно;менее_2_лет
593;6512;16,4;1930;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,073;вкусно;более_2_лет
594;7174;16,7;2318;0,95;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,074;вкусно;более_2_лет
595;6053;13,8;1753;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,64;3,074;вкусно;более_2_лет
596;5544;13,5;2033;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,079;вкусно;менее_2_лет
597;6221;16,4;1947;0,95;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,078;вкусно;более_2_лет
598;5844;15,5;1872;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,079;вкусно;более_2_лет
599;6584;16,4;2309;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,076;вкусно;более_2_лет
600;6968;16,4;2041;0,95;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,075;вкусно;более_2_лет
601;6229;15,6;2133;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,075;вкусно;более_2_лет
602;6188;13,7;1744;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,079;вкусно;более_2_лет
603;5594;12,3;1742;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,11;3,077;вкусно;менее_2_лет
604;6289;13,4;1899;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,076;вкусно;более_2_лет
605;6269;15,9;1918;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,076;вкусно;более_2_лет
606;6341;15,7;1923;0,94;РефлешнСоверинг;Холмистое;Соверин;3,73;3,078;вкусно;более_2_лет
607;6836;15,8;2015;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,7;3,073;не вкусно;более_2_лет
608;5639;13,4;1668;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,078;не вкусно;более_2_лет
609;6405;15,6;1787;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,077;не вкусно;более_2_лет
610;5439;13,5;1702;0,88;Вис Бик Айдиал;Равнинное;Айдиал;3,55;3,074;не вкусно;менее_2_лет
611;6480;16,4;2130;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,074;вкусно;более_2_лет
612;5788;13,4;1914;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,078;вкусно;более_2_лет
613;6139;14,6;1967;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,08;вкусно;более_2_лет
614;6080;14,5;1826;0,94;РефлешнСоверинг;Равнинное;Соверин;3,71;3,072;не вкусно;более_2_лет
615;5741;12,9;1749;0,88;РефлешнСоверинг;Холмистое;Айдиал;3,44;3,076;вкусно;более_2_лет
616;6805;14,9;1863;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,077;не вкусно;более_2_лет
617;7052;15,8;1847;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,076;не вкусно;более_2_лет
618;6395;14,4;2121;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,074;не вкусно;более_2_лет
619;6692;15,8;2028;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,079;вкусно;более_2_лет
620;6211;14,2;1743;0,93;РефлешнСоверинг;Равнинное;Соверин;3,72;3,073;не вкусно;более_2_лет
621;6813;14,5;1712;0,96;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,075;вкусно;более_2_лет
622;6201;14,3;1840;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,08;не вкусно;более_2_лет
623;6357;14,2;1701;0,93;РефлешнСоверинг;Холмистое;Соверин;3,33;3,076;не вкусно;более_2_лет
624;5928;13,6;1832;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,077;не вкусно;более_2_лет
625;6812;15,4;1964;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,74;3,075;не вкусно;более_2_лет
626;5513;12,9;1700;0,88;РефлешнСоверинг;Равнинное;Соверин;3,64;3,073;вкусно;менее_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
628;5746;13,8;1994;0,89;РефлешнСоверинг;Равнинное;Соверин;3,64;3,077;вкусно;более_2_лет
629;6503;16,2;2283;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,71;3,076;вкусно;более_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
627;5970;14,4;1837;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,075;не вкусно;более_2_лет
