id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
361090,sales,middle,medium,3,no,no,4,43200,0.68
630479,hr,junior,high,1,no,no,1,32400,0.16
255841,marketing,middle,medium,2,no,no,4,37200,0.58
412638,purchasing,middle,high,6,no,yes,1,51600,0.24
616546,sales,junior,low,1,no,no,3,12000,0.22
722543,sales,middle,low,2,no,no,4,28800,0.65
512491,sales,junior,high,2,no,yes,3,30000,0.41
496482,technology,junior,low,1,no,no,3,22800,0.31
147657,marketing,junior,low,1,no,yes,4,20400,0.64
716186,purchasing,middle,high,5,no,no,5,49200,0.72
771369,marketing,junior,low,3,no,no,4,16800,0.75
523467,purchasing,middle,medium,2,no,no,4,44400,0.72
101334,hr,junior,high,2,no,no,5,40800,0.81
107782,purchasing,junior,low,2,no,yes,1,18000,0.33
956984,sales,middle,high,5,no,no,4,48000,0.64
145012,sales,middle,low,5,no,yes,3,18000,0.23
940675,technology,middle,medium,3,no,no,3,38400,0.22
834564,sales,junior,low,1,no,yes,5,12000,0.41
481165,sales,middle,low,7,no,no,4,19200,0.7
646173,sales,junior,low,5,no,yes,4,19200,0.69
535561,hr,middle,low,5,no,no,4,25200,0.76
633092,sales,middle,medium,7,no,no,4,33600,0.67
858820,hr,junior,medium,1,no,no,4,30000,0.74
713093,marketing,sinior,low,7,no,no,1,39600,0.55
849888,technology,junior,low,1,no,no,4,19200,0.59
693111,sales,middle,low,5,no,no,4,19200,0.63
331407,marketing,middle,low,7,no,no,5,26400,0.92
746191,marketing,junior,medium,3,no,no,4,24000,0.74
671121,hr,junior,low,3,no,no,4,16800,0.78
236388,purchasing,junior,high,1,no,no,5,39600,0.72
380628,sales,junior,medium,3,no,no,4,25200,0.86
525505,hr,middle,medium,7,no,no,4,45600,0.79
793061,technology,middle,high,7,no,no,4,62400,0.85
635679,purchasing,middle,low,8,no,no,4,24000,0.77
248320,marketing,junior,medium,1,no,no,4,27600,0.7
889203,sales,junior,low,1,no,no,4,15600,0.65
923473,sales,middle,low,2,no,no,3,22800,0.18
200644,purchasing,middle,medium,5,no,no,4,45600,0.9
366818,sales,middle,medium,8,no,no,4,38400,0.75
634617,hr,junior,medium,2,no,no,3,28800,0.44
942801,technology,middle,medium,4,no,yes,2,44400,0.06
435144,sales,middle,medium,7,no,yes,3,32400,0.18
295286,marketing,junior,medium,1,no,no,2,24000,0.16
299339,purchasing,sinior,high,7,no,yes,3,66000,0.21
754929,sales,sinior,medium,4,no,no,4,57600,0.63
775842,hr,junior,low,1,no,yes,4,20400,0.47
568461,hr,middle,low,6,no,no,3,24000,0.46
397170,sales,junior,medium,2,no,no,5,28800,0.91
357975,purchasing,junior,high,2,no,no,5,40800,0.81
416494,purchasing,middle,high,2,no,no,4,49200,0.52
585087,purchasing,junior,high,2,no,no,5,40800,0.87
518773,technology,junior,medium,3,no,no,5,34800,0.84
245158,marketing,middle,low,7,no,no,3,31200,0.58
914026,purchasing,junior,high,2,no,no,4,38400,0.86
958609,purchasing,junior,medium,1,no,no,3,25200,0.37
140977,purchasing,junior,medium,2,no,no,5,26400,0.76
690636,technology,middle,low,1,no,no,5,34800,0.72
119287,marketing,middle,low,6,no,no,3,19200,0.33
717409,sales,junior,medium,1,no,no,4,28800,0.65
216493,hr,middle,medium,2,no,yes,3,34800,0.24
628600,sales,junior,low,2,no,yes,3,12000,0.13
629660,sales,sinior,medium,4,no,no,5,45600,0.45
529036,technology,junior,low,2,no,no,4,19200,0.83
397341,sales,middle,low,4,no,no,4,19200,0.42
604289,technology,middle,high,8,no,no,4,68400,0.79
897442,sales,middle,low,8,no,no,4,28800,0.86
627495,purchasing,junior,medium,2,no,no,5,22800,0.72
486782,technology,middle,medium,5,no,no,3,44400,0.41
338429,marketing,middle,medium,8,no,no,4,42000,0.75
424340,technology,junior,high,1,no,no,3,45600,0.32
832045,sales,junior,high,2,no,no,5,31200,0.71
342569,technology,middle,high,9,no,no,4,68400,0.77
451888,marketing,sinior,medium,9,no,yes,3,45600,0.24
931374,sales,junior,medium,2,no,no,3,24000,0.44
420519,technology,middle,medium,5,no,no,3,45600,0.5
524656,technology,middle,high,1,no,yes,2,56400,0.04
266188,sales,junior,high,2,no,no,1,30000,0.27
320863,purchasing,junior,medium,2,no,no,5,22800,0.67
652430,technology,middle,medium,3,no,no,3,44400,0.14
569586,sales,junior,low,2,no,no,5,18000,0.81
797182,hr,junior,medium,1,no,yes,3,28800,0.16
323918,sales,junior,low,1,no,no,4,15600,0.7
482003,technology,middle,low,6,no,yes,3,21600,0.2
221969,hr,middle,medium,7,no,no,4,39600,0.74
130139,sales,junior,high,1,no,yes,4,33600,0.67
313508,technology,junior,high,2,no,no,4,38400,0.67
376593,sales,junior,low,2,no,yes,5,19200,0.59
129582,technology,junior,low,3,no,no,4,15600,0.61
507832,purchasing,sinior,medium,1,yes,no,5,54000,0.9
320431,sales,junior,medium,1,no,no,3,25200,0.35
511979,sales,middle,high,8,no,no,4,52800,0.78
342459,sales,middle,medium,7,no,no,4,44400,0.96
489420,sales,middle,medium,7,no,no,4,44400,0.77
172917,sales,middle,medium,1,yes,no,4,43200,0.87
746039,sales,middle,medium,5,no,no,5,33600,0.7
113614,technology,middle,high,6,no,no,4,68400,0.88
384372,marketing,middle,low,7,no,no,4,31200,0.91
192267,technology,middle,medium,5,no,no,4,40800,0.64
677231,hr,junior,medium,1,no,yes,3,22800,0.09
957090,hr,junior,medium,1,no,no,4,24000,0.48
889028,marketing,sinior,medium,4,no,no,1,45600,0.23
159955,technology,middle,medium,6,no,no,5,39600,0.61
764838,purchasing,junior,low,4,no,no,5,19200,0.85
862207,marketing,junior,medium,1,no,no,3,27600,0.28
101081,sales,middle,low,2,no,no,4,28800,0.66
524201,sales,sinior,medium,4,no,no,3,43200,0.15
796216,sales,middle,medium,9,no,no,5,33600,0.63
864468,purchasing,junior,low,2,no,no,4,19200,0.85
335499,sales,junior,medium,1,no,no,4,21600,0.42
496187,hr,junior,medium,2,no,no,4,26400,0.81
166426,technology,junior,low,1,no,no,4,22800,0.59
872528,hr,middle,medium,6,yes,no,3,34800,0.68
693887,sales,middle,medium,4,no,no,4,38400,0.6
563977,sales,junior,medium,2,no,yes,3,21600,0.22
150156,hr,middle,high,5,no,no,5,62400,0.79
409882,purchasing,junior,low,1,no,no,4,15600,0.65
910245,technology,middle,high,4,no,no,4,68400,0.67
434152,marketing,middle,high,9,no,no,3,54000,0.3
457817,technology,junior,medium,1,no,no,3,33600,0.31
491294,sales,middle,medium,5,no,no,4,43200,0.87
802065,technology,junior,medium,1,no,no,4,34800,0.65
908861,marketing,middle,medium,1,yes,yes,4,46800,0.65
637039,technology,junior,medium,1,no,no,3,26400,0.21
524495,hr,middle,medium,2,no,no,2,43200,0.38
186486,sales,sinior,medium,6,no,yes,3,58800,0.19
712316,hr,middle,medium,6,no,yes,4,45600,0.72
604888,sales,junior,low,3,no,no,2,12000,0.4
741994,sales,junior,low,1,no,no,5,15600,0.7
333908,purchasing,middle,medium,5,no,yes,1,32400,0.11
543727,technology,middle,low,7,no,no,4,28800,0.77
619816,hr,middle,low,7,no,yes,2,30000,0.34
773242,technology,junior,medium,1,no,no,1,26400,0.16
204285,marketing,sinior,medium,3,no,no,3,54000,0.18
592681,sales,middle,low,5,no,no,4,19200,0.63
517984,marketing,junior,medium,1,no,no,3,24000,0.13
931294,marketing,middle,high,5,no,no,4,56400,0.71
630054,purchasing,sinior,medium,7,no,no,2,57600,0.54
414253,sales,junior,low,1,no,no,3,18000,0.3
377862,sales,junior,medium,2,no,no,3,20400,0.26
799987,purchasing,sinior,medium,5,no,no,5,48000,0.44
853868,marketing,junior,low,1,no,yes,4,13200,0.54
468641,purchasing,middle,medium,5,no,no,2,43200,0.48
300618,hr,junior,medium,5,no,no,5,30000,0.78
732263,sales,junior,low,1,no,yes,3,12000,0.09
229741,sales,sinior,high,2,no,no,5,79200,0.66
343347,sales,junior,medium,1,no,no,1,20400,0.2
312692,sales,middle,medium,7,no,yes,5,38400,0.72
860238,sales,middle,high,3,no,no,3,56400,0.35
893985,purchasing,junior,medium,2,no,no,5,25200,0.89
189497,technology,junior,medium,2,no,yes,4,31200,0.66
133283,sales,junior,medium,4,no,yes,3,25200,0.34
485808,sales,junior,low,2,no,no,5,12000,0.63
219560,technology,middle,medium,3,no,no,2,38400,0.14
365876,technology,middle,low,5,no,no,4,22800,0.66
471293,technology,junior,low,3,no,no,4,15600,0.68
910310,hr,middle,medium,5,no,no,4,34800,0.7
443649,sales,junior,medium,1,no,no,3,27600,0.36
195833,purchasing,middle,high,2,no,no,3,54000,0.46
792228,technology,junior,medium,1,no,yes,2,33600,0.1
799715,marketing,middle,low,2,no,no,3,20400,0.16
273551,technology,middle,low,4,no,no,4,22800,0.42
921760,hr,middle,low,10,no,yes,3,24000,0.34
580198,sales,junior,medium,1,no,no,3,21600,0.12
926934,marketing,junior,medium,1,no,no,4,32400,0.73
862918,sales,junior,medium,2,no,no,4,25200,0.78
378692,sales,junior,low,2,no,yes,1,12000,0.2
365332,technology,middle,low,7,no,no,4,28800,0.81
378257,technology,junior,high,2,no,yes,4,43200,0.73
843983,hr,junior,high,2,no,no,4,37200,0.77
137673,sales,middle,low,2,no,no,4,28800,0.68
343324,sales,middle,medium,4,no,no,3,33600,0.22
347657,hr,junior,low,2,no,no,4,13200,0.64
875501,purchasing,middle,medium,6,yes,no,4,34800,0.83
688033,hr,middle,low,5,no,no,4,25200,0.8
230674,sales,middle,low,7,no,no,4,24000,0.82
175877,technology,middle,high,3,no,no,4,63600,0.72
156430,sales,middle,low,3,no,yes,5,19200,0.35
161033,technology,middle,medium,3,no,no,4,50400,0.6
797165,sales,middle,low,5,no,no,4,24000,0.77
368445,hr,junior,medium,2,no,no,4,31200,0.85
760562,marketing,junior,medium,2,no,no,3,24000,0.37
445808,sales,junior,medium,1,no,no,3,25200,0.29
598749,purchasing,junior,medium,2,no,no,3,27600,0.58
891319,sales,middle,medium,1,no,no,3,42000,0.26
952596,marketing,sinior,medium,6,no,no,3,62400,0.31
182982,sales,junior,medium,1,no,no,1,26400,0.28
270919,hr,middle,low,8,no,no,4,25200,0.8
794361,hr,sinior,medium,5,yes,no,3,51600,0.44
530874,sales,junior,high,1,no,no,4,31200,0.69
526471,hr,middle,high,5,no,no,1,58800,0.45
328650,marketing,middle,medium,4,no,no,3,44400,0.35
290009,sales,middle,medium,7,no,no,1,31200,0.36
972764,sales,middle,low,3,no,no,5,30000,0.68
188866,sales,junior,medium,2,no,no,2,20400,0.4
381145,sales,sinior,medium,8,no,no,4,58800,0.76
980567,technology,middle,medium,5,no,no,5,45600,0.77
904495,hr,junior,medium,1,no,no,4,22800,0.57
111346,purchasing,sinior,high,1,no,no,4,79200,0.64
608119,marketing,middle,medium,10,no,yes,3,36000,0.11
344416,purchasing,junior,medium,1,no,yes,4,28800,0.55
754485,sales,middle,high,6,no,no,5,48000,0.67
575551,marketing,middle,medium,10,no,no,4,40800,0.93
571460,technology,middle,medium,6,yes,no,2,38400,0.57
142694,hr,junior,low,2,no,no,3,16800,0.47
956678,sales,junior,medium,1,no,no,3,20400,0.18
721231,sales,junior,medium,1,no,no,4,25200,0.65
690132,hr,sinior,high,9,yes,no,5,70800,0.76
183213,sales,middle,low,5,no,no,5,24000,0.84
349561,sales,middle,high,7,no,no,3,50400,0.31
904873,purchasing,middle,medium,5,no,no,4,44400,0.87
509696,technology,middle,low,5,no,no,3,33600,0.5
301414,sales,sinior,high,5,no,no,3,64800,0.16
299904,technology,junior,medium,4,no,no,4,31200,0.76
725144,purchasing,junior,medium,1,no,no,5,26400,0.68
117865,technology,junior,medium,2,no,no,4,31200,0.78
275595,purchasing,middle,low,4,no,no,5,28800,0.65
428031,technology,sinior,low,5,no,no,4,39600,0.62
975893,purchasing,junior,low,3,no,no,4,13200,0.6
838799,technology,sinior,medium,6,no,no,2,52800,0.12
575025,technology,middle,high,7,no,no,4,69600,0.85
161706,technology,middle,high,8,no,no,5,58800,0.73
647808,marketing,junior,low,1,no,no,3,16800,0.46
623289,purchasing,junior,high,2,no,no,3,37200,0.56
138868,hr,junior,medium,3,no,no,3,26400,0.48
103838,marketing,junior,medium,2,no,no,5,24000,0.73
331907,sales,middle,high,3,no,yes,3,45600,0.07
337955,marketing,junior,low,3,no,no,4,18000,0.81
364917,hr,junior,medium,2,no,no,4,22800,0.65
605208,purchasing,junior,low,1,no,no,5,15600,0.62
613980,purchasing,junior,low,1,no,no,2,12000,0.16
255774,sales,junior,low,1,no,no,4,12000,0.57
463482,sales,junior,high,4,no,no,4,38400,0.8
673720,hr,junior,medium,1,no,no,3,26400,0.34
470734,hr,sinior,low,5,no,no,4,39600,0.8
608631,purchasing,middle,high,7,no,no,4,54000,0.82
311272,technology,sinior,low,5,no,no,3,38400,0.18
433341,sales,junior,low,2,no,no,3,12000,0.33
472330,sales,middle,medium,2,no,no,4,33600,0.52
108060,sales,junior,medium,2,no,no,4,21600,0.69
451730,marketing,middle,medium,9,no,no,4,46800,0.76
730499,hr,junior,medium,5,no,no,4,30000,0.78
971809,sales,junior,medium,1,no,no,3,24000,0.31
811000,hr,junior,medium,1,no,no,3,25200,0.15
123843,sales,junior,medium,1,no,yes,3,20400,0.09
730787,hr,junior,medium,4,no,no,5,22800,0.68
852635,purchasing,junior,medium,1,no,yes,2,27600,0.11
881760,marketing,sinior,high,6,no,no,4,84000,0.75
695534,marketing,junior,medium,3,no,no,2,22800,0.37
429984,sales,junior,medium,3,no,no,4,21600,0.62
929105,purchasing,junior,medium,1,no,no,4,28800,0.62
261724,purchasing,middle,low,1,no,no,3,24000,0.3
813663,purchasing,junior,medium,2,no,no,4,28800,0.75
299141,marketing,junior,medium,1,no,no,4,27600,0.6
880136,technology,middle,high,1,no,no,4,63600,0.65
339982,technology,junior,medium,4,no,yes,3,30000,0.23
616299,purchasing,junior,medium,2,no,no,4,26400,0.81
960601,purchasing,junior,low,2,no,no,5,16800,0.84
248494,sales,sinior,medium,7,no,yes,3,44400,0.24
508004,sales,junior,high,4,no,no,3,37200,0.66
667389,sales,junior,medium,1,no,no,1,24000,0.37
347571,sales,junior,low,1,no,no,4,15600,0.69
823603,hr,junior,medium,3,no,no,4,30000,0.75
498875,purchasing,middle,medium,4,no,no,4,44400,0.65
634926,sales,junior,medium,2,no,no,3,24000,0.56
298646,sales,middle,medium,4,no,no,5,33600,0.48
395242,technology,junior,low,2,no,no,4,22800,0.88
814338,marketing,junior,medium,2,no,no,4,24000,0.6
841715,marketing,middle,high,3,no,no,2,55200,0.15
576725,sales,junior,medium,2,no,no,4,21600,0.63
364233,marketing,middle,medium,3,no,no,4,37200,0.51
567925,technology,middle,medium,9,no,no,4,50400,0.95
749514,sales,junior,high,1,no,no,4,38400,0.78
952321,technology,middle,medium,2,no,no,3,39600,0.21
923776,hr,junior,medium,2,no,no,3,22800,0.38
381518,hr,junior,low,2,no,no,4,13200,0.61
441205,technology,middle,high,7,no,no,4,68400,0.8
541317,marketing,junior,medium,1,no,no,4,27600,0.62
577636,marketing,middle,high,3,no,no,4,52800,0.5
791948,purchasing,middle,low,3,no,no,5,30000,0.74
698475,sales,junior,low,2,no,no,4,19200,0.93
197236,technology,junior,medium,2,no,no,4,26400,0.67
535865,marketing,junior,low,1,no,no,4,18000,0.88
722208,marketing,sinior,high,3,no,yes,4,70800,0.32
849565,technology,junior,high,2,no,no,4,46800,0.79
856812,purchasing,middle,medium,3,yes,no,3,43200,0.63
994677,purchasing,middle,low,6,no,no,4,28800,0.78
940693,sales,junior,medium,1,no,no,3,24000,0.37
855709,technology,junior,low,1,no,no,4,22800,0.65
902323,marketing,middle,medium,5,no,yes,4,42000,0.72
473441,marketing,middle,high,8,no,no,3,61200,0.42
703660,sales,junior,medium,1,no,no,5,21600,0.56
450317,hr,sinior,low,5,no,no,4,26400,0.69
492046,purchasing,junior,medium,2,no,no,5,30000,0.77
273250,purchasing,middle,medium,2,no,yes,3,34800,0.12
205993,sales,middle,low,6,no,no,4,24000,0.76
902470,sales,middle,high,5,yes,no,4,49200,0.8
993618,purchasing,middle,high,4,no,no,4,58800,0.67
570941,technology,middle,medium,3,no,no,5,45600,0.7
988058,technology,junior,low,1,no,no,2,18000,0.21
749842,sales,middle,low,6,no,yes,3,22800,0.17
818390,technology,junior,medium,3,no,no,2,30000,0.37
289912,purchasing,junior,medium,1,no,no,3,21600,0.2
525451,purchasing,junior,medium,3,no,no,5,30000,0.86
657183,technology,sinior,low,5,no,yes,1,45600,0.22
271891,sales,middle,high,5,no,no,4,52800,0.82
910409,sales,middle,high,4,no,no,4,58800,0.61
882476,hr,junior,medium,2,no,no,4,22800,0.62
642711,marketing,middle,low,5,no,no,3,20400,0.22
222721,technology,middle,low,4,no,no,1,32400,0.33
413602,technology,middle,medium,2,no,yes,2,50400,0.23
945575,sales,junior,low,3,no,no,1,14400,0.25
207683,sales,middle,low,6,no,no,5,24000,0.86
739588,marketing,junior,medium,2,no,no,5,24000,0.61
926370,purchasing,middle,medium,4,no,no,2,33600,0.17
613116,marketing,middle,medium,4,no,no,3,45600,0.35
418678,hr,junior,medium,1,no,no,3,22800,0.12
682984,marketing,junior,low,3,no,no,5,14400,0.65
246584,sales,junior,low,1,no,no,2,12000,0.1
258712,purchasing,middle,low,2,no,no,3,24000,0.4
405788,hr,junior,low,2,no,no,5,20400,0.79
530873,technology,junior,medium,3,no,no,4,31200,0.81
301108,technology,middle,low,6,no,no,3,21600,0.31
931198,purchasing,middle,low,8,no,no,3,28800,0.54
578377,sales,middle,low,5,no,no,5,24000,0.77
359832,sales,junior,medium,2,no,no,3,24000,0.57
226043,marketing,sinior,medium,2,no,no,1,46800,0.12
740518,sales,middle,low,2,no,yes,2,22800,0.06
514468,sales,junior,medium,2,no,no,5,21600,0.68
863110,sales,junior,high,2,no,no,4,37200,0.93
821394,sales,junior,medium,2,no,yes,3,27600,0.37
863376,technology,junior,low,1,no,no,4,19200,0.64
362545,technology,junior,low,2,no,yes,4,19200,0.7
965550,marketing,middle,medium,2,no,yes,4,36000,0.36
374761,sales,junior,low,1,no,no,5,12000,0.58
632193,marketing,junior,medium,3,no,yes,3,27600,0.3
268851,sales,junior,medium,5,no,no,4,25200,0.76
141155,marketing,middle,high,4,no,no,3,60000,0.41
533838,sales,junior,medium,2,no,no,4,25200,0.96
788701,technology,junior,medium,2,no,no,3,26400,0.4
755881,sales,middle,low,2,no,no,4,24000,0.7
936923,purchasing,sinior,low,8,no,no,5,26400,0.72
567971,sales,junior,medium,2,no,no,3,21600,0.29
807740,sales,middle,medium,3,no,no,3,42000,0.35
195513,hr,junior,medium,3,no,no,3,26400,0.5
875743,purchasing,junior,medium,1,no,no,5,22800,0.42
217379,sales,middle,high,3,no,no,4,58800,0.64
267391,sales,middle,low,7,no,no,4,19200,0.67
417634,sales,junior,low,1,no,no,5,15600,0.7
210520,sales,middle,high,8,no,no,5,58800,0.89
315828,marketing,junior,low,1,no,no,3,13200,0.31
144988,purchasing,middle,medium,2,no,no,4,33600,0.58
527570,marketing,junior,low,3,no,no,4,16800,0.95
645783,sales,junior,medium,1,no,no,4,24000,0.63
885319,technology,junior,medium,1,no,no,3,30000,0.12
461653,technology,junior,medium,2,no,no,4,31200,0.8
398106,sales,middle,high,3,no,no,4,48000,0.42
711636,sales,junior,medium,1,no,no,4,27600,0.66
246174,purchasing,junior,medium,5,no,yes,5,28800,0.66
532872,purchasing,middle,medium,5,no,no,3,38400,0.66
507549,sales,junior,low,1,no,no,4,12000,0.43
535969,hr,junior,medium,2,no,no,4,31200,0.88
146762,sales,middle,high,1,no,no,3,51600,0.12
453027,technology,middle,high,8,no,no,3,67200,0.72
846112,marketing,junior,medium,1,no,no,3,24000,0.19
517953,technology,middle,medium,5,no,no,4,51600,0.76
969459,purchasing,junior,medium,1,no,no,4,25200,0.71
744611,purchasing,middle,low,9,no,no,3,24000,0.53
192549,technology,junior,low,1,no,yes,4,15600,0.35
534435,technology,middle,low,7,no,no,2,27600,0.34
233862,sales,junior,low,1,no,no,3,18000,0.38
854947,marketing,sinior,medium,7,no,no,4,48000,0.71
516192,purchasing,middle,medium,3,no,no,4,39600,0.66
264170,sales,junior,medium,1,no,no,4,27600,0.7
943005,sales,junior,medium,2,no,no,2,21600,0.38
973677,technology,junior,medium,1,no,no,3,30000,0.13
151062,purchasing,middle,medium,8,no,no,5,34800,0.72
615511,purchasing,middle,medium,5,no,no,5,36000,0.72
608617,technology,junior,medium,3,no,no,5,31200,0.79
525141,sales,middle,high,5,no,no,5,57600,0.82
580805,technology,junior,medium,2,no,no,5,31200,0.85
344934,purchasing,middle,medium,2,no,no,2,37200,0.23
753016,sales,middle,high,3,no,no,3,52800,0.4
219924,marketing,junior,low,2,no,no,4,21600,0.82
131242,technology,junior,medium,1,no,no,4,26400,0.49
557612,marketing,middle,medium,7,no,no,3,40800,0.42
723966,purchasing,middle,high,9,no,no,3,58800,0.64
109612,sales,junior,low,2,no,no,3,18000,0.52
841011,sales,sinior,high,10,no,yes,3,63600,0.24
792319,marketing,junior,low,2,no,no,4,21600,0.78
624618,technology,junior,low,3,no,no,3,14400,0.37
827088,sales,sinior,high,10,no,no,2,70800,0.48
363908,sales,middle,high,8,no,no,3,50400,0.37
788840,technology,junior,low,2,no,no,2,14400,0.28
262487,sales,junior,high,1,no,no,3,33600,0.61
823668,technology,middle,high,9,no,no,2,55200,0.37
306040,sales,junior,medium,1,no,no,3,26400,0.33
531312,hr,junior,low,1,no,no,4,20400,0.7
557010,sales,junior,high,1,no,no,3,36000,0.71
158592,hr,middle,medium,2,no,no,3,43200,0.5
489378,sales,middle,low,4,yes,no,5,28800,0.76
152175,technology,middle,high,5,yes,no,4,63600,0.98
441941,sales,middle,medium,3,no,no,3,42000,0.35
210149,technology,junior,medium,1,no,no,4,31200,0.66
919855,sales,middle,medium,7,no,no,4,43200,0.79
486438,marketing,junior,medium,1,no,yes,5,27600,0.46
937292,sales,middle,medium,5,no,no,4,44400,0.96
910878,technology,middle,medium,6,no,no,5,40800,0.66
380313,purchasing,middle,medium,4,no,no,4,33600,0.52
611256,sales,junior,low,3,no,no,3,18000,0.56
432413,purchasing,junior,medium,2,no,no,5,22800,0.61
342590,hr,middle,high,5,yes,no,4,51600,0.75
557715,sales,junior,high,2,no,no,3,36000,0.69
647941,hr,sinior,medium,5,no,no,4,46800,0.61
808321,technology,middle,low,4,no,no,4,22800,0.54
439448,sales,junior,high,1,no,yes,2,33600,0.4
272243,marketing,middle,medium,4,yes,no,3,40800,0.52
974235,sales,junior,medium,3,no,yes,4,25200,0.71
853389,technology,middle,medium,8,no,no,2,50400,0.56
228275,sales,junior,medium,1,no,no,5,27600,0.71
558143,marketing,middle,high,3,no,no,4,57600,0.69
649604,sales,junior,low,4,no,no,4,12000,0.74
652094,marketing,middle,high,5,no,no,4,51600,0.63
592864,hr,middle,medium,5,yes,no,3,39600,0.71
970792,purchasing,middle,medium,2,no,yes,3,44400,0.33
221929,hr,junior,low,2,no,no,4,20400,0.92
739569,purchasing,junior,low,2,no,no,3,12000,0.41
461295,sales,middle,high,3,no,yes,3,45600,0.08
722664,technology,sinior,high,8,no,no,2,85200,0.35
501243,hr,sinior,high,8,no,no,4,81600,0.83
152105,purchasing,junior,medium,1,no,no,3,27600,0.41
957006,technology,junior,medium,1,no,no,3,26400,0.23
463005,sales,junior,low,2,no,no,2,18000,0.58
542664,purchasing,junior,high,2,no,no,5,39600,0.89
649514,sales,sinior,high,7,no,no,5,79200,0.8
251641,marketing,sinior,medium,4,no,yes,3,55200,0.24
521865,marketing,junior,medium,1,no,no,4,31200,0.65
509837,sales,junior,medium,2,no,no,2,24000,0.42
134628,purchasing,middle,high,5,no,no,4,49200,0.68
167678,technology,middle,low,5,no,no,5,28800,0.79
701614,technology,middle,medium,2,no,no,3,38400,0.19
350811,technology,middle,medium,5,no,no,4,40800,0.66
158829,technology,middle,medium,4,no,no,3,43200,0.18
587352,purchasing,middle,medium,8,no,no,4,44400,0.77
497012,technology,junior,medium,2,no,no,4,27600,0.68
751835,sales,middle,medium,1,no,no,2,42000,0.27
591655,technology,junior,medium,2,no,yes,2,30000,0.18
847433,hr,junior,medium,2,no,no,4,24000,0.65
691340,sales,middle,high,4,no,no,3,55200,0.35
513090,purchasing,middle,low,7,no,no,3,18000,0.41
905162,purchasing,sinior,high,5,no,no,5,68400,0.55
692786,sales,middle,high,6,no,no,4,52800,0.85
400435,sales,junior,medium,2,no,no,1,24000,0.42
281250,technology,middle,medium,1,no,no,5,52800,0.59
751395,technology,junior,low,2,no,no,4,19200,0.88
551871,sales,junior,medium,1,no,no,3,26400,0.41
380495,marketing,middle,medium,5,no,yes,4,36000,0.53
205842,purchasing,junior,medium,1,no,no,4,28800,0.72
739337,sales,middle,medium,6,no,no,4,33600,0.63
995866,marketing,middle,low,6,no,no,1,30000,0.53
913388,sales,junior,medium,1,no,no,1,26400,0.32
369677,hr,junior,low,1,no,no,3,15600,0.1
696863,technology,middle,medium,4,no,no,3,50400,0.35
695823,technology,middle,medium,6,no,no,4,40800,0.65
437031,sales,middle,medium,2,no,yes,4,43200,0.56
845881,hr,middle,low,5,no,yes,3,19200,0.34
972079,sales,middle,low,1,no,no,2,27600,0.25
588429,hr,middle,medium,6,no,yes,2,39600,0.18
771794,technology,sinior,high,5,no,yes,1,91200,0.24
239303,sales,junior,medium,2,no,no,5,21600,0.66
396739,purchasing,junior,medium,3,no,no,5,25200,0.8
412189,sales,middle,medium,6,no,no,4,33600,0.68
174115,sales,middle,medium,7,no,no,4,33600,0.62
729521,sales,junior,high,1,no,no,3,36000,0.64
611634,technology,junior,medium,1,no,no,3,30000,0.18
618376,technology,sinior,medium,10,no,no,5,64800,0.78
406751,marketing,junior,medium,2,no,no,5,25200,0.69
815300,sales,junior,medium,1,no,no,5,22800,0.57
514334,sales,middle,medium,8,no,no,2,42000,0.45
733185,sales,middle,medium,5,no,yes,4,43200,0.69
961850,purchasing,junior,medium,4,no,no,4,21600,0.6
611854,sales,middle,medium,6,no,no,4,43200,0.8
790720,purchasing,middle,medium,7,no,no,3,43200,0.59
296197,technology,junior,high,2,no,no,3,46800,0.57
783621,purchasing,junior,medium,4,no,no,4,22800,0.59
693977,technology,junior,low,4,no,no,2,18000,0.37
420854,hr,middle,low,6,no,no,4,25200,0.78
367770,technology,sinior,medium,10,no,no,4,62400,0.65
414732,sales,junior,medium,2,no,no,3,24000,0.44
513517,sales,middle,low,4,no,no,4,19200,0.42
204364,sales,middle,low,7,no,no,4,19200,0.73
483631,sales,junior,medium,2,no,yes,3,21600,0.24
972085,marketing,sinior,medium,9,yes,no,3,46800,0.55
555811,hr,middle,high,2,no,yes,3,49200,0.22
919106,technology,middle,medium,4,no,no,2,50400,0.41
482994,sales,middle,high,4,no,no,3,50400,0.1
307202,technology,junior,medium,2,no,no,4,36000,0.83
561409,sales,junior,medium,4,no,yes,1,24000,0.39
156100,technology,junior,medium,1,no,yes,2,26400,0.08
611912,marketing,middle,medium,7,no,no,3,42000,0.48
226975,hr,junior,medium,2,no,yes,1,22800,0.17
322863,technology,sinior,medium,6,no,no,3,60000,0.19
907801,sales,middle,low,1,no,yes,2,27600,0.2
538315,sales,middle,medium,7,no,no,4,38400,0.89
188672,marketing,middle,high,6,no,no,4,63600,0.77
124949,sales,junior,medium,1,no,no,2,27600,0.27
498057,hr,junior,high,1,no,no,3,33600,0.15
489776,technology,junior,low,2,no,no,3,19200,0.46
478137,technology,junior,low,4,no,no,3,21600,0.49
727761,technology,junior,medium,3,no,no,2,25200,0.38
909169,technology,middle,medium,8,no,no,4,39600,0.65
456088,marketing,junior,medium,1,no,no,3,27600,0.28
